,Income_Category
3614,$80K - $120K
3621,$80K - $120K
3921,$80K - $120K
6956,$80K - $120K
3622,$80K - $120K
3904,$80K - $120K
7148,$80K - $120K
7145,$80K - $120K
3632,$80K - $120K
6138,$80K - $120K
7141,$80K - $120K
3636,$80K - $120K
3899,$80K - $120K
3639,$80K - $120K
3929,$80K - $120K
5976,$80K - $120K
3932,$80K - $120K
6132,$80K - $120K
3570,$80K - $120K
6117,$80K - $120K
3948,$80K - $120K
5147,$80K - $120K
7178,$80K - $120K
5331,$80K - $120K
5153,$80K - $120K
7175,$80K - $120K
3586,$80K - $120K
3590,$80K - $120K
3591,$80K - $120K
6933,$80K - $120K
3947,$80K - $120K
6125,$80K - $120K
6126,$80K - $120K
3946,$80K - $120K
5156,$80K - $120K
3938,$80K - $120K
3598,$80K - $120K
6942,$80K - $120K
6706,$80K - $120K
7028,$80K - $120K
6592,$80K - $120K
4579,$80K - $120K
4577,$80K - $120K
5660,$80K - $120K
4390,$80K - $120K
4576,$80K - $120K
4571,$80K - $120K
4569,$80K - $120K
7530,$80K - $120K
4568,$80K - $120K
3112,$80K - $120K
6439,$80K - $120K
5662,$80K - $120K
3106,$80K - $120K
3011,$80K - $120K
3104,$80K - $120K
6438,$80K - $120K
4566,$80K - $120K
7538,$80K - $120K
6404,$80K - $120K
3015,$80K - $120K
3017,$80K - $120K
3103,$80K - $120K
4557,$80K - $120K
7627,$80K - $120K
6525,$80K - $120K
7542,$80K - $120K
3020,$80K - $120K
5926,$80K - $120K
3025,$80K - $120K
4389,$80K - $120K
6406,$80K - $120K
6620,$80K - $120K
5934,$80K - $120K
2983,$80K - $120K
2984,$80K - $120K
7503,$80K - $120K
2985,$80K - $120K
4356,$80K - $120K
4613,$80K - $120K
5648,$80K - $120K
5940,$80K - $120K
5763,$80K - $120K
6395,$80K - $120K
3136,$80K - $120K
2986,$80K - $120K
7510,$80K - $120K
4602,$80K - $120K
3131,$80K - $120K
2987,$80K - $120K
4787,$80K - $120K
7514,$80K - $120K
5652,$80K - $120K
4370,$80K - $120K
4710,$80K - $120K
4496,$80K - $120K
2991,$80K - $120K
5936,$80K - $120K
4379,$80K - $120K
4587,$80K - $120K
4381,$80K - $120K
3003,$80K - $120K
3004,$80K - $120K
5884,$80K - $120K
2981,$80K - $120K
3097,$80K - $120K
4406,$80K - $120K
3070,$80K - $120K
5920,$80K - $120K
5670,$80K - $120K
4482,$80K - $120K
3069,$80K - $120K
6431,$80K - $120K
5701,$80K - $120K
7572,$80K - $120K
3065,$80K - $120K
4516,$80K - $120K
3064,$80K - $120K
4510,$80K - $120K
3061,$80K - $120K
7597,$80K - $120K
3046,$80K - $120K
6569,$80K - $120K
4484,$80K - $120K
3054,$80K - $120K
3053,$80K - $120K
6564,$80K - $120K
5916,$80K - $120K
7588,$80K - $120K
3047,$80K - $120K
5672,$80K - $120K
4507,$80K - $120K
4744,$80K - $120K
4501,$80K - $120K
7591,$80K - $120K
7592,$80K - $120K
6573,$80K - $120K
3028,$80K - $120K
6575,$80K - $120K
7602,$80K - $120K
3096,$80K - $120K
7550,$80K - $120K
6408,$80K - $120K
5735,$80K - $120K
4544,$80K - $120K
4411,$80K - $120K
5667,$80K - $120K
6531,$80K - $120K
4417,$80K - $120K
4718,$80K - $120K
7556,$80K - $120K
3033,$80K - $120K
4536,$80K - $120K
6537,$80K - $120K
4778,$80K - $120K
3034,$80K - $120K
7609,$80K - $120K
4722,$80K - $120K
4533,$80K - $120K
4532,$80K - $120K
3036,$80K - $120K
3080,$80K - $120K
4528,$80K - $120K
4287,$80K - $120K
6434,$80K - $120K
6591,$80K - $120K
4438,$80K - $120K
4439,$80K - $120K
4458,$80K - $120K
4518,$80K - $120K
4354,$80K - $120K
2989,$80K - $120K
6497,$80K - $120K
4651,$80K - $120K
2940,$80K - $120K
4856,$80K - $120K
3178,$80K - $120K
5867,$80K - $120K
6689,$80K - $120K
4655,$80K - $120K
5624,$80K - $120K
6450,$80K - $120K
4296,$80K - $120K
6654,$80K - $120K
5870,$80K - $120K
6489,$80K - $120K
4864,$80K - $120K
4632,$80K - $120K
5605,$80K - $120K
4700,$80K - $120K
4628,$80K - $120K
3170,$80K - $120K
5632,$80K - $120K
4696,$80K - $120K
7478,$80K - $120K
4625,$80K - $120K
4829,$80K - $120K
4342,$80K - $120K
6485,$80K - $120K
3185,$80K - $120K
4844,$80K - $120K
4324,$80K - $120K
3191,$80K - $120K
6367,$80K - $120K
3198,$80K - $120K
5804,$80K - $120K
6368,$80K - $120K
4646,$80K - $120K
3199,$80K - $120K
5961,$80K - $120K
2944,$80K - $120K
5782,$80K - $120K
4331,$80K - $120K
6678,$80K - $120K
5858,$80K - $120K
4638,$80K - $120K
5864,$80K - $120K
4637,$80K - $120K
4649,$80K - $120K
4311,$80K - $120K
3205,$80K - $120K
4335,$80K - $120K
4846,$80K - $120K
6375,$80K - $120K
2941,$80K - $120K
7442,$80K - $120K
6675,$80K - $120K
4293,$80K - $120K
4813,$80K - $120K
6348,$80K - $120K
4291,$80K - $120K
4872,$80K - $120K
3153,$80K - $120K
2974,$80K - $120K
4620,$80K - $120K
4351,$80K - $120K
2973,$80K - $120K
5634,$80K - $120K
6701,$80K - $120K
5643,$80K - $120K
5640,$80K - $120K
4621,$80K - $120K
4677,$80K - $120K
6455,$80K - $120K
7662,$80K - $120K
2963,$80K - $120K
6652,$80K - $120K
3151,$80K - $120K
5974,$80K - $120K
4347,$80K - $120K
7491,$80K - $120K
6380,$80K - $120K
3166,$80K - $120K
2958,$80K - $120K
5646,$80K - $120K
6703,$80K - $120K
2933,$80K - $120K
6645,$80K - $120K
5645,$80K - $120K
3164,$80K - $120K
4673,$120K +
1501,$120K +
6429,$120K +
8639,$120K +
774,$120K +
4647,$120K +
9347,$120K +
524,$120K +
777,$120K +
7007,$120K +
8768,$120K +
4745,$120K +
8737,$120K +
926,$120K +
9259,$120K +
4664,$120K +
6553,$120K +
4695,$120K +
4660,$120K +
1510,$120K +
767,$120K +
8755,$120K +
4737,$120K +
473,$120K +
9630,$120K +
769,$120K +
9257,$120K +
8757,$120K +
1506,$120K +
9370,$120K +
536,$120K +
8761,$120K +
8631,$120K +
3957,$120K +
472,$120K +
9248,$120K +
8745,$120K +
3956,$120K +
3954,$120K +
3806,$120K +
3807,$120K +
4656,$120K +
6951,$120K +
778,$120K +
9324,$120K +
9309,$120K +
6494,$120K +
1564,$120K +
9328,$120K +
9389,$120K +
6971,$120K +
9306,$120K +
4585,$120K +
9652,$120K +
9303,$120K +
3892,$120K +
3847,$120K +
800,$120K +
6440,$120K +
1566,$120K +
8704,$120K +
9387,$120K +
1569,$120K +
870,$120K +
1585,$120K +
5178,$120K +
8680,$120K +
9383,$120K +
793,$120K +
6985,$120K +
1595,$120K +
1577,$120K +
9322,$120K +
3876,$120K +
1597,$120K +
4708,$120K +
876,$120K +
791,$120K +
6502,$120K +
5188,$120K +
1610,$120K +
4703,$120K +
6529,$120K +
9669,$120K +
9644,$120K +
4701,$120K +
802,$120K +
9281,$120K +
8647,$120K +
6945,$120K +
8646,$120K +
9396,$120K +
3934,$120K +
1631,$120K +
519,$120K +
4538,$120K +
9397,$120K +
496,$120K +
9335,$120K +
3834,$120K +
8654,$120K +
8706,$120K +
4633,$120K +
847,$120K +
9290,$120K +
900,$120K +
901,$120K +
1549,$120K +
3900,$120K +
3902,$120K +
1543,$120K +
8714,$120K +
4555,$120K +
1616,$120K +
9284,$120K +
511,$120K +
905,$120K +
1494,$120K +
4286,$120K +
957,$120K +
1325,$120K +
4810,$120K +
1320,$120K +
1317,$120K +
9552,$120K +
4816,$120K +
1092,$120K +
1097,$120K +
4184,$120K +
1302,$120K +
8940,$120K +
4185,$120K +
1289,$120K +
8965,$120K +
6648,$120K +
4819,$120K +
621,$120K +
1279,$120K +
8974,$120K +
9682,$120K +
9537,$120K +
8978,$120K +
8962,$120K +
1086,$120K +
4806,$120K +
6388,$120K +
4123,$120K +
9163,$120K +
8911,$120K +
4125,$120K +
4378,$120K +
599,$120K +
4988,$120K +
9444,$120K +
4373,$120K +
4134,$120K +
1346,$120K +
8920,$120K +
8922,$120K +
9156,$120K +
726,$120K +
9449,$120K +
4799,$120K +
6635,$120K +
6638,$120K +
8935,$120K +
4355,$120K +
1081,$120K +
6641,$120K +
625,$120K +
1275,$120K +
4209,$120K +
4212,$120K +
1143,$120K +
4263,$120K +
4320,$120K +
9024,$120K +
4312,$120K +
9486,$120K +
1156,$120K +
9027,$120K +
1222,$120K +
6358,$120K +
4299,$120K +
4867,$120K +
673,$120K +
9039,$120K +
4295,$120K +
9042,$120K +
9044,$120K +
1198,$120K +
9048,$120K +
4280,$120K +
663,$120K +
6709,$120K +
4289,$120K +
4256,$120K +
8906,$120K +
9087,$120K +
9016,$120K +
4213,$120K +
702,$120K +
701,$120K +
4220,$120K +
9115,$120K +
6311,$120K +
4225,$120K +
9109,$120K +
9107,$120K +
6746,$120K +
9000,$120K +
4232,$120K +
1251,$120K +
4334,$120K +
9004,$120K +
9007,$120K +
4330,$120K +
4835,$120K +
9096,$120K +
4912,$120K +
1133,$120K +
4250,$120K +
1138,$120K +
1231,$120K +
951,$120K +
8905,$120K +
9565,$120K +
8805,$120K +
9424,$120K +
5081,$120K +
9216,$120K +
5072,$120K +
995,$120K +
5068,$120K +
569,$120K +
8817,$120K +
570,$120K +
9220,$120K +
6593,$120K +
8823,$120K +
6595,$120K +
4426,$120K +
5051,$120K +
4034,$120K +
1440,$120K +
6598,$120K +
4420,$120K +
1437,$120K +
4036,$120K +
5055,$120K +
1459,$120K +
1461,$120K +
1466,$120K +
4495,$120K +
3984,$120K +
1490,$120K +
5099,$120K +
961,$120K +
3988,$120K +
4749,$120K +
966,$120K +
8776,$120K +
4489,$120K +
8780,$120K +
3991,$120K +
9618,$120K +
8786,$120K +
546,$120K +
6570,$120K +
969,$120K +
1475,$120K +
9421,$120K +
1471,$120K +
5092,$120K +
9224,$120K +
4002,$120K +
8833,$120K +
6870,$120K +
1434,$120K +
4044,$120K +
587,$120K +
1022,$120K +
8880,$120K +
4111,$120K +
9574,$120K +
4784,$120K +
8884,$120K +
5003,$120K +
1026,$120K +
1027,$120K +
8890,$120K +
8891,$120K +
1030,$120K +
8892,$120K +
8896,$120K +
8897,$120K +
4785,$120K +
9171,$120K +
4991,$120K +
731,$120K +
4382,$120K +
1048,$120K +
1356,$120K +
1020,$120K +
4122,$120K +
9579,$120K +
8871,$120K +
5030,$120K +
6603,$120K +
1428,$120K +
6861,$120K +
1422,$120K +
8848,$120K +
1419,$120K +
1012,$120K +
5020,$120K +
8857,$120K +
5019,$120K +
9582,$120K +
8861,$120K +
4398,$120K +
9190,$120K +
9189,$120K +
739,$120K +
1019,$120K +
8866,$120K +
6267,$120K +
8868,$120K +
8869,$120K +
4089,$120K +
8872,$120K +
2921,$120K +
3685,$120K +
7029,$120K +
3212,$120K +
9950,$120K +
2464,$120K +
9949,$120K +
8069,$120K +
7430,$120K +
2451,$120K +
3226,$120K +
9943,$120K +
2443,$120K +
9942,$120K +
3231,$120K +
2427,$120K +
3211,$120K +
193,$120K +
7411,$120K +
3249,$120K +
3253,$120K +
196,$120K +
2411,$120K +
5580,$120K +
3262,$120K +
2401,$120K +
9932,$120K +
5988,$120K +
2398,$120K +
8113,$120K +
7388,$120K +
2422,$120K +
2372,$120K +
8055,$120K +
9958,$120K +
3146,$120K +
2561,$120K +
7983,$120K +
3148,$120K +
9991,$120K +
9989,$120K +
141,$120K +
2547,$120K +
5633,$120K +
3168,$120K +
7479,$120K +
147,$120K +
3183,$120K +
2487,$120K +
157,$120K +
9976,$120K +
2530,$120K +
3188,$120K +
8024,$120K +
8027,$120K +
2522,$120K +
3193,$120K +
9969,$120K +
9965,$120K +
3202,$120K +
5963,$120K +
2494,$120K +
5965,$120K +
3187,$120K +
3273,$120K +
209,$120K +
5569,$120K +
257,$120K +
9872,$120K +
2237,$120K +
8224,$120K +
3382,$120K +
3392,$120K +
3393,$120K +
9861,$120K +
2208,$120K +
2202,$120K +
9859,$120K +
2200,$120K +
3395,$120K +
6042,$120K +
2196,$120K +
8250,$120K +
2189,$120K +
8254,$120K +
8257,$120K +
5466,$120K +
286,$120K +
7299,$120K +
7298,$120K +
2171,$120K +
9851,$120K +
2164,$120K +
9849,$120K +
2158,$120K +
2193,$120K +
250,$120K +
3348,$120K +
2264,$120K +
3283,$120K +
212,$120K +
6001,$120K +
5558,$120K +
8146,$120K +
2347,$120K +
3302,$120K +
8154,$120K +
8155,$120K +
2341,$120K +
5540,$120K +
229,$120K +
232,$120K +
3310,$120K +
9899,$120K +
8166,$120K +
2320,$120K +
2314,$120K +
2310,$120K +
2305,$120K +
5514,$120K +
3325,$120K +
6032,$120K +
7349,$120K +
2286,$120K +
2277,$120K +
2270,$120K +
2269,$120K +
247,$120K +
2564,$120K +
2565,$120K +
5942,$120K +
126,$120K +
7639,$120K +
3010,$120K +
2817,$120K +
2816,$120K +
2814,$120K +
7635,$120K +
2810,$120K +
5740,$120K +
7630,$120K +
53,$120K +
54,$120K +
5738,$120K +
3022,$120K +
2818,$120K +
2794,$120K +
5730,$120K +
63,$120K +
2786,$120K +
64,$120K +
2780,$120K +
2772,$120K +
5715,$120K +
2765,$120K +
3037,$120K +
3039,$120K +
5708,$120K +
7841,$120K +
7842,$120K +
2793,$120K +
10085,$120K +
2997,$120K +
2846,$120K +
2918,$120K +
6,$120K +
5829,$120K +
2915,$120K +
2934,$120K +
2935,$120K +
7721,$120K +
5857,$120K +
2943,$120K +
10,$120K +
7729,$120K +
10112,$120K +
5802,$120K +
5800,$120K +
7684,$120K +
2951,$120K +
2954,$120K +
7677,$120K +
10098,$120K +
5775,$120K +
2879,$120K +
5877,$120K +
2971,$120K +
2979,$120K +
7768,$120K +
7769,$120K +
7774,$120K +
2851,$120K +
2847,$120K +
3040,$120K +
2152,$120K +
70,$120K +
7599,$120K +
10024,$120K +
2640,$120K +
2639,$120K +
7929,$120K +
2633,$120K +
5928,$120K +
2629,$120K +
3113,$120K +
7528,$120K +
2609,$120K +
3116,$120K +
3118,$120K +
2604,$120K +
3093,$120K +
2602,$120K +
3125,$120K +
120,$120K +
3128,$120K +
10008,$120K +
5937,$120K +
7959,$120K +
10005,$120K +
2583,$120K +
3135,$120K +
2577,$120K +
2574,$120K +
124,$120K +
7971,$120K +
3123,$120K +
109,$120K +
7553,$120K +
106,$120K +
10057,$120K +
5694,$120K +
7856,$120K +
81,$120K +
10050,$120K +
2725,$120K +
7865,$120K +
2718,$120K +
3049,$120K +
7873,$120K +
86,$120K +
3060,$120K +
7580,$120K +
7579,$120K +
7575,$120K +
89,$120K +
10039,$120K +
10037,$120K +
10036,$120K +
98,$120K +
2677,$120K +
5669,$120K +
7563,$120K +
3076,$120K +
10031,$120K +
3083,$120K +
2668,$120K +
102,$120K +
5668,$120K +
7846,$120K +
2148,$120K +
813,$120K +
3434,$120K +
1794,$120K +
334,$120K +
5265,$120K +
335,$120K +
3500,$120K +
1801,$120K +
9804,$120K +
3668,$120K +
8358,$120K +
9802,$120K +
1806,$120K +
3661,$120K +
9727,$120K +
7125,$120K +
5388,$120K +
3520,$120K +
2005,$120K +
9796,$120K +
2010,$120K +
3678,$120K +
326,$120K +
3496,$120K +
7084,$120K +
8564,$120K +
3475,$120K +
2077,$120K +
2076,$120K +
1737,$120K +
6081,$120K +
9714,$120K +
428,$120K +
2055,$120K +
1766,$120K +
9813,$120K +
3494,$120K +
2045,$120K +
1767,$120K +
5256,$120K +
5408,$120K +
8351,$120K +
9365,$120K +
9728,$120K +
2087,$120K +
345,$120K +
1853,$120K +
398,$120K +
9774,$120K +
9749,$120K +
3606,$120K +
1948,$120K +
1946,$120K +
3600,$120K +
1894,$120K +
3607,$120K +
9770,$120K +
1896,$120K +
382,$120K +
9768,$120K +
8430,$120K +
1932,$120K +
5338,$120K +
1905,$120K +
8438,$120K +
3558,$120K +
3548,$120K +
401,$120K +
369,$120K +
3527,$120K +
1991,$120K +
3641,$120K +
408,$120K +
9790,$120K +
7206,$120K +
1976,$120K +
1867,$120K +
9785,$120K +
3535,$120K +
1868,$120K +
404,$120K +
3541,$120K +
403,$120K +
1882,$120K +
8477,$120K +
362,$120K +
3617,$120K +
365,$120K +
1838,$120K +
1721,$120K +
2043,$120K +
9759,$120K +
3731,$120K +
7038,$120K +
3735,$120K +
8585,$120K +
9841,$120K +
308,$120K +
5438,$120K +
3742,$120K +
2121,$120K +
8588,$120K +
8315,$120K +
300,$120K +
7040,$120K +
1665,$120K +
3772,$120K +
3456,$120K +
2109,$120K +
305,$120K +
3753,$120K +
7055,$120K +
7049,$120K +
1678,$120K +
7263,$120K +
8309,$120K +
9692,$120K +
8308,$120K +
3750,$120K +
5224,$120K +
7268,$120K +
3468,$120K +
3459,$120K +
6062,$120K +
8586,$120K +
314,$120K +
9846,$120K +
7070,$120K +
1713,$120K +
5435,$120K +
7285,$120K +
2146,$120K +
2140,$120K +
9845,$120K +
8286,$120K +
5227,$120K +
5324,Unknown
101,Unknown
100,Unknown
5294,Unknown
509,Unknown
5811,Unknown
4775,Unknown
5301,Unknown
9691,Unknown
736,Unknown
5326,Unknown
6139,Unknown
5329,Unknown
6411,Unknown
6412,Unknown
5225,Unknown
5865,Unknown
6413,Unknown
5795,Unknown
5289,Unknown
4767,Unknown
94,Unknown
9649,Unknown
6458,Unknown
5935,Unknown
6399,Unknown
6178,Unknown
6400,Unknown
6212,Unknown
5814,Unknown
4692,Unknown
5661,Unknown
9435,Unknown
5304,Unknown
10015,Unknown
5162,Unknown
5663,Unknown
10020,Unknown
10119,Unknown
735,Unknown
9746,Unknown
10021,Unknown
5666,Unknown
10040,Unknown
5214,Unknown
9681,Unknown
4786,Unknown
4781,Unknown
5924,Unknown
5309,Unknown
5831,Unknown
5165,Unknown
5835,Unknown
5854,Unknown
5158,Unknown
5657,Unknown
5314,Unknown
6457,Unknown
755,Unknown
6441,Unknown
19,Unknown
5727,Unknown
432,Unknown
44,Unknown
9715,Unknown
5754,Unknown
5897,Unknown
5252,Unknown
453,Unknown
5898,Unknown
5757,Unknown
5714,Unknown
9670,Unknown
9402,Unknown
775,Unknown
498,Unknown
5903,Unknown
773,Unknown
5247,Unknown
39,Unknown
5732,Unknown
492,Unknown
6167,Unknown
6442,Unknown
10083,Unknown
5746,Unknown
5742,Unknown
6165,Unknown
4714,Unknown
5752,Unknown
6194,Unknown
5180,Unknown
6196,Unknown
58,Unknown
5226,Unknown
9664,Unknown
5889,Unknown
9706,Unknown
5890,Unknown
5233,Unknown
4726,Unknown
6121,Unknown
9384,Unknown
83,Unknown
5191,Unknown
9695,Unknown
4755,Unknown
28,Unknown
5785,Unknown
5917,Unknown
6203,Unknown
5197,Unknown
5228,Unknown
5786,Unknown
5281,Unknown
5868,Unknown
9730,Unknown
5169,Unknown
5282,Unknown
5671,Unknown
4706,Unknown
759,Unknown
9696,Unknown
4747,Unknown
10092,Unknown
500,Unknown
6200,Unknown
5764,Unknown
6172,Unknown
4727,Unknown
5700,Unknown
5768,Unknown
5198,Unknown
795,Unknown
5696,Unknown
6150,Unknown
5695,Unknown
5910,Unknown
5875,Unknown
6147,Unknown
5688,Unknown
5683,Unknown
5175,Unknown
4761,Unknown
9985,Unknown
5334,Unknown
5432,Unknown
9596,Unknown
5541,Unknown
5537,Unknown
5529,Unknown
5041,Unknown
9538,Unknown
5434,Unknown
315,Unknown
6020,Unknown
6080,Unknown
4940,Unknown
6023,Unknown
6024,Unknown
618,Unknown
6027,Unknown
4944,Unknown
5436,Unknown
616,Unknown
4948,Unknown
9893,Unknown
9892,Unknown
6022,Unknown
6028,Unknown
5546,Unknown
5058,Unknown
5994,Unknown
4908,Unknown
4909,Unknown
5069,Unknown
4918,Unknown
5995,Unknown
9919,Unknown
324,Unknown
5998,Unknown
5409,Unknown
9818,Unknown
9916,Unknown
5414,Unknown
4924,Unknown
5067,Unknown
4925,Unknown
471,Unknown
6008,Unknown
628,Unknown
5549,Unknown
6010,Unknown
6012,Unknown
9525,Unknown
9925,Unknown
6255,Unknown
9592,Unknown
6051,Unknown
9586,Unknown
6261,Unknown
9862,Unknown
5449,Unknown
5450,Unknown
5486,Unknown
5454,Unknown
9858,Unknown
5018,Unknown
4987,Unknown
9838,Unknown
283,Unknown
6063,Unknown
9568,Unknown
4996,Unknown
291,Unknown
288,Unknown
9571,Unknown
586,Unknown
5016,Unknown
289,Unknown
4995,Unknown
6031,Unknown
605,Unknown
5495,Unknown
4959,Unknown
6293,Unknown
6292,Unknown
9830,Unknown
6035,Unknown
5511,Unknown
246,Unknown
9881,Unknown
306,Unknown
5027,Unknown
5489,Unknown
9589,Unknown
5505,Unknown
5439,Unknown
6043,Unknown
9556,Unknown
5500,Unknown
5024,Unknown
9557,Unknown
4979,Unknown
267,Unknown
5498,Unknown
9588,Unknown
728,Unknown
6326,Unknown
6328,Unknown
5347,Unknown
6225,Unknown
148,Unknown
5631,Unknown
4825,Unknown
151,Unknown
5618,Unknown
5350,Unknown
9473,Unknown
6374,Unknown
4820,Unknown
5356,Unknown
5617,Unknown
696,Unknown
4834,Unknown
158,Unknown
694,Unknown
9480,Unknown
4838,Unknown
5615,Unknown
692,Unknown
5614,Unknown
4833,Unknown
358,Unknown
5462,Unknown
534,Unknown
5335,Unknown
9447,Unknown
9764,Unknown
9765,Unknown
4791,Unknown
724,Unknown
6115,Unknown
6391,Unknown
4804,Unknown
6219,Unknown
375,Unknown
10000,Unknown
9631,Unknown
5943,Unknown
5647,Unknown
4811,Unknown
6113,Unknown
5644,Unknown
5346,Unknown
138,Unknown
6382,Unknown
6381,Unknown
4805,Unknown
5575,Unknown
161,Unknown
9968,Unknown
6091,Unknown
5592,Unknown
550,Unknown
5399,Unknown
5590,Unknown
189,Unknown
4886,Unknown
5589,Unknown
5588,Unknown
555,Unknown
6344,Unknown
5585,Unknown
6338,Unknown
650,Unknown
5090,Unknown
4893,Unknown
6332,Unknown
6086,Unknown
5407,Unknown
5086,Unknown
6240,Unknown
5578,Unknown
9508,Unknown
5960,Unknown
547,Unknown
185,Unknown
9967,Unknown
5962,Unknown
9623,Unknown
5095,Unknown
170,Unknown
5607,Unknown
4848,Unknown
6363,Unknown
4857,Unknown
5966,Unknown
9799,Unknown
6357,Unknown
9792,Unknown
5967,Unknown
9956,Unknown
5385,Unknown
5604,Unknown
5601,Unknown
5599,Unknown
4871,Unknown
9951,Unknown
5595,Unknown
4858,Unknown
5550,Unknown
6813,Unknown
4681,Unknown
2232,Unknown
2234,Unknown
7325,Unknown
8218,Unknown
2242,Unknown
3364,Unknown
2248,Unknown
2249,Unknown
3351,Unknown
2256,Unknown
7340,Unknown
8205,Unknown
2272,Unknown
8199,Unknown
2275,Unknown
3329,Unknown
2284,Unknown
8191,Unknown
8190,Unknown
2231,Unknown
8226,Unknown
7321,Unknown
3391,Unknown
7284,Unknown
2144,Unknown
8280,Unknown
8277,Unknown
7288,Unknown
2160,Unknown
3414,Unknown
3407,Unknown
8261,Unknown
3326,Unknown
2179,Unknown
7301,Unknown
8252,Unknown
3397,Unknown
7310,Unknown
2201,Unknown
3394,Unknown
8236,Unknown
2209,Unknown
2210,Unknown
2180,Unknown
2291,Unknown
3320,Unknown
8182,Unknown
8137,Unknown
8136,Unknown
8135,Unknown
3288,Unknown
2358,Unknown
2361,Unknown
2362,Unknown
7383,Unknown
7389,Unknown
2355,Unknown
2377,Unknown
2385,Unknown
3266,Unknown
7396,Unknown
2395,Unknown
3263,Unknown
7399,Unknown
8107,Unknown
2408,Unknown
8097,Unknown
2383,Unknown
2136,Unknown
2352,Unknown
8142,Unknown
7355,Unknown
3319,Unknown
3318,Unknown
7358,Unknown
3317,Unknown
8173,Unknown
8172,Unknown
7361,Unknown
2323,Unknown
7378,Unknown
3309,Unknown
2333,Unknown
2335,Unknown
8159,Unknown
7369,Unknown
7370,Unknown
2343,Unknown
8147,Unknown
2348,Unknown
8143,Unknown
2332,Unknown
3240,Unknown
2132,Unknown
8294,Unknown
8416,Unknown
3553,Unknown
8413,Unknown
8411,Unknown
8410,Unknown
3546,Unknown
8408,Unknown
1964,Unknown
1967,Unknown
8404,Unknown
8402,Unknown
8399,Unknown
1974,Unknown
1985,Unknown
7208,Unknown
3528,Unknown
8389,Unknown
1990,Unknown
8386,Unknown
8419,Unknown
7193,Unknown
8423,Unknown
3561,Unknown
1888,Unknown
1897,Unknown
8458,Unknown
7165,Unknown
7166,Unknown
7167,Unknown
1904,Unknown
1906,Unknown
3594,Unknown
8384,Unknown
3577,Unknown
1919,Unknown
8442,Unknown
8441,Unknown
1921,Unknown
8436,Unknown
1925,Unknown
7182,Unknown
7183,Unknown
3565,Unknown
8445,Unknown
7213,Unknown
3524,Unknown
7215,Unknown
3477,Unknown
7259,Unknown
8325,Unknown
2090,Unknown
3470,Unknown
2093,Unknown
8321,Unknown
8320,Unknown
8319,Unknown
3479,Unknown
2094,Unknown
2096,Unknown
2099,Unknown
8311,Unknown
8310,Unknown
8304,Unknown
7269,Unknown
8300,Unknown
7275,Unknown
8295,Unknown
8316,Unknown
2129,Unknown
3485,Unknown
7251,Unknown
7216,Unknown
8377,Unknown
3517,Unknown
8374,Unknown
8373,Unknown
3512,Unknown
2011,Unknown
3511,Unknown
7226,Unknown
2063,Unknown
7229,Unknown
2029,Unknown
7234,Unknown
2036,Unknown
2038,Unknown
8354,Unknown
7239,Unknown
2050,Unknown
7247,Unknown
7250,Unknown
7230,Unknown
8466,Unknown
8087,Unknown
7418,Unknown
2753,Unknown
7600,Unknown
2759,Unknown
2760,Unknown
7603,Unknown
7836,Unknown
7607,Unknown
7608,Unknown
7831,Unknown
2778,Unknown
7825,Unknown
2787,Unknown
7612,Unknown
7614,Unknown
2791,Unknown
7616,Unknown
3027,Unknown
3019,Unknown
7809,Unknown
2750,Unknown
2743,Unknown
7854,Unknown
2741,Unknown
7898,Unknown
7896,Unknown
7895,Unknown
2678,Unknown
7565,Unknown
3072,Unknown
7891,Unknown
7569,Unknown
2690,Unknown
7807,Unknown
7887,Unknown
7876,Unknown
7871,Unknown
7587,Unknown
7590,Unknown
2726,Unknown
7860,Unknown
7593,Unknown
7594,Unknown
2735,Unknown
3068,Unknown
7806,Unknown
2809,Unknown
7801,Unknown
7739,Unknown
7685,Unknown
7686,Unknown
7687,Unknown
7734,Unknown
7689,Unknown
2904,Unknown
7690,Unknown
7728,Unknown
7683,Unknown
7727,Unknown
7723,Unknown
7722,Unknown
7717,Unknown
7698,Unknown
7714,Unknown
2928,Unknown
7704,Unknown
7705,Unknown
7708,Unknown
7725,Unknown
7900,Unknown
2949,Unknown
7680,Unknown
7631,Unknown
7633,Unknown
7634,Unknown
7640,Unknown
2828,Unknown
7644,Unknown
2993,Unknown
2845,Unknown
7777,Unknown
7742,Unknown
2858,Unknown
7658,Unknown
7661,Unknown
2968,Unknown
2967,Unknown
7754,Unknown
2880,Unknown
2886,Unknown
2955,Unknown
2952,Unknown
7770,Unknown
2431,Unknown
7903,Unknown
7907,Unknown
7451,Unknown
7452,Unknown
2500,Unknown
8039,Unknown
3200,Unknown
2508,Unknown
7458,Unknown
7460,Unknown
2513,Unknown
7464,Unknown
7465,Unknown
8025,Unknown
2526,Unknown
8020,Unknown
8018,Unknown
8015,Unknown
7472,Unknown
2538,Unknown
8011,Unknown
2492,Unknown
7449,Unknown
8048,Unknown
8049,Unknown
2435,Unknown
3230,Unknown
2442,Unknown
7422,Unknown
8076,Unknown
8075,Unknown
7431,Unknown
7432,Unknown
7433,Unknown
8010,Unknown
3215,Unknown
8063,Unknown
7439,Unknown
8060,Unknown
2469,Unknown
7444,Unknown
3207,Unknown
7447,Unknown
7448,Unknown
8050,Unknown
7436,Unknown
